id,lon,lat,taxonomy,number,night,structural,ADM2,ADM3,ADM4,desaID,use
INST_3723,107.537,-7.534,MCF_LWAL-DUM_H:2,3,13,54600,Garut,Mekarmukti,Karangwangi,Garut_Mekarmukti_Karangwangi,residential
INST_3724,107.582,-7.504,MCF_LWAL-DUM_H:2,4,12,50400,Garut,Mekarmukti,Mekarmukti,Garut_Mekarmukti_Mekarmukti,residential
INST_3725,107.659,-7.462,MCF_LWAL-DUM_H:2,3,11,46200,Garut,Pakenjeng,Depok,Garut_Pakenjeng_Depok,residential
INST_3726,107.687,-7.446,MCF_LWAL-DUM_H:2,4,15,63100,Garut,Pakenjeng,Jatiwangi,Garut_Pakenjeng_Jatiwangi,residential
INST_3727,107.669,-7.491,MCF_LWAL-DUM_H:2,8,14,58900,Garut,Pakenjeng,Neglasari,Garut_Pakenjeng_Neglasari,residential
INST_3728,107.649,-7.432,MCF_LWAL-DUM_H:2,5,15,63100,Garut,Pakenjeng,Panyindangan,Garut_Pakenjeng_Panyindangan,residential
INST_3729,107.642,-7.463,MCF_LWAL-DUM_H:2,3,13,54600,Garut,Pakenjeng,Pasirlangu,Garut_Pakenjeng_Pasirlangu,residential
INST_3730,107.749,-7.442,MCF_LWAL-DUM_H:2,5,14,58900,Garut,Pakenjeng,Talagawangi,Garut_Pakenjeng_Talagawangi,residential
INST_3731,107.627,-7.49,MCF_LWAL-DUM_H:2,1,11,46200,Garut,Pakenjeng,Tanjungjaya,Garut_Pakenjeng_Tanjungjaya,residential
INST_3732,107.61,-7.523,MCF_LWAL-DUM_H:2,1,11,46200,Garut,Pakenjeng,Tanjungmulya,Garut_Pakenjeng_Tanjungmulya,residential
INST_3733,107.647,-7.508,MCF_LWAL-DUM_H:2,2,12,50400,Garut,Pakenjeng,Tegalgede,Garut_Pakenjeng_Tegalgede,residential
INST_3734,107.734,-7.594,MCF_LWAL-DUM_H:2,2,13,54600,Garut,Pameungpeuk,Bojong,Garut_Pameungpeuk_Bojong,residential
INST_3735,107.715,-7.631,MCF_LWAL-DUM_H:2,1,12,50400,Garut,Pameungpeuk,Jatimulya,Garut_Pameungpeuk_Jatimulya,residential
INST_3736,107.706,-7.658,MCF_LWAL-DUM_H:2,2,11,46200,Garut,Pameungpeuk,Mancagahar,Garut_Pameungpeuk_Mancagahar,residential
INST_3737,107.736,-7.662,MCF_LWAL-DUM_H:2,3,11,46200,Garut,Pameungpeuk,Mandalakasih,Garut_Pameungpeuk_Mandalakasih,residential
INST_3738,107.739,-7.63,MCF_LWAL-DUM_H:2,2,12,50400,Garut,Pameungpeuk,Paas,Garut_Pameungpeuk_Paas,residential
INST_3739,107.725,-7.642,MCF_LWAL-DUM_H:2,1,12,50400,Garut,Pameungpeuk,Pameungpeuk,Garut_Pameungpeuk_Pameungpeuk,residential
INST_3740,107.748,-7.639,MCF_LWAL-DUM_H:2,5,19,79900,Garut,Pameungpeuk,Sirnabakti,Garut_Pameungpeuk_Sirnabakti,residential
INST_3741,107.652,-7.359,MCF_LWAL-DUM_H:2,2,11,46200,Garut,Pamulihan,Linggarjati,Garut_Pamulihan_Linggarjati,residential
INST_3742,107.703,-7.382,MCF_LWAL-DUM_H:2,2,11,46200,Garut,Pamulihan,Pakenjeng,Garut_Pamulihan_Pakenjeng,residential
INST_3743,108.007,-7.17,MCF_LWAL-DUM_H:2,15,13,54600,Garut,Pangatikan,Babakanloa,Garut_Pangatikan_Babakanloa,residential
INST_3744,107.999,-7.17,MCF_LWAL-DUM_H:2,3,12,50400,Garut,Pangatikan,Cihuni,Garut_Pangatikan_Cihuni,residential
INST_3745,107.995,-7.156,MCF_LWAL-DUM_H:2,5,14,58900,Garut,Pangatikan,Cimaragas,Garut_Pangatikan_Cimaragas,residential
INST_3746,107.987,-7.163,MCF_LWAL-DUM_H:2,7,17,71500,Garut,Pangatikan,Citangtu,Garut_Pangatikan_Citangtu,residential
INST_3747,107.988,-7.151,MCF_LWAL-DUM_H:2,5,14,58900,Garut,Pangatikan,Karangsari,Garut_Pangatikan_Karangsari,residential
INST_3748,108.049,-7.19,MCF_LWAL-DUM_H:2,2,13,54600,Garut,Pangatikan,Sukahurip,Garut_Pangatikan_Sukahurip,residential
INST_3749,107.979,-7.148,MCF_LWAL-DUM_H:2,7,15,63100,Garut,Pangatikan,Sukamulya,Garut_Pangatikan_Sukamulya,residential
INST_3750,108.001,-7.157,MCF_LWAL-DUM_H:2,9,18,75700,Garut,Pangatikan,Sukarasa,Garut_Pangatikan_Sukarasa,residential
INST_3751,107.754,-7.185,MCF_LWAL-DUM_H:2,5,12,50400,Garut,Pasirwangi,Barusari,Garut_Pasirwangi_Barusari,residential
INST_3752,107.743,-7.22,MCF_LWAL-DUM_H:2,10,13,54600,Garut,Pasirwangi,Karyamekar,Garut_Pasirwangi_Karyamekar,residential
INST_3753,107.822,-7.228,MCF_LWAL-DUM_H:2,13,15,63100,Garut,Pasirwangi,Padaasih,Garut_Pasirwangi_Padaasih,residential
INST_3754,107.744,-7.203,MCF_LWAL-DUM_H:2,9,16,67300,Garut,Pasirwangi,Padaawas,Garut_Pasirwangi_Padaawas,residential
INST_3755,107.818,-7.236,MCF_LWAL-DUM_H:2,4,16,67300,Garut,Pasirwangi,Padamukti,Garut_Pasirwangi_Padamukti,residential
INST_3756,107.797,-7.21,MCF_LWAL-DUM_H:2,3,12,50400,Garut,Pasirwangi,Padamulya,Garut_Pasirwangi_Padamulya,residential
INST_3757,107.81,-7.219,MCF_LWAL-DUM_H:2,4,12,50400,Garut,Pasirwangi,Padasuka,Garut_Pasirwangi_Padasuka,residential
INST_3758,107.796,-7.232,MCF_LWAL-DUM_H:2,11,14,58900,Garut,Pasirwangi,Pasirkiamis,Garut_Pasirwangi_Pasirkiamis,residential
INST_3759,107.781,-7.208,MCF_LWAL-DUM_H:2,4,13,54600,Garut,Pasirwangi,Pasirwangi,Garut_Pasirwangi_Pasirwangi,residential
INST_3760,107.742,-7.229,MCF_LWAL-DUM_H:2,3,12,50400,Garut,Pasirwangi,Sarimukti,Garut_Pasirwangi_Sarimukti,residential
INST_3761,107.8,-7.222,MCF_LWAL-DUM_H:2,7,12,50400,Garut,Pasirwangi,Sirnajaya,Garut_Pasirwangi_Sirnajaya,residential
INST_3762,107.785,-7.225,MCF_LWAL-DUM_H:2,10,13,54600,Garut,Pasirwangi,Talaga,Garut_Pasirwangi_Talaga,residential
INST_3763,107.912,-7.525,MCF_LWAL-DUM_H:2,4,12,50400,Garut,Peundeuy,Peundeuy,Garut_Peundeuy_Peundeuy,residential
INST_3764,107.891,-7.524,MCF_LWAL-DUM_H:2,2,11,46200,Garut,Peundeuy,Purwajaya,Garut_Peundeuy_Purwajaya,residential
INST_3765,107.934,-7.537,MCF_LWAL-DUM_H:2,1,11,46200,Garut,Peundeuy,Saribakti,Garut_Peundeuy_Saribakti,residential
INST_3766,107.915,-7.567,MCF_LWAL-DUM_H:2,3,14,58900,Garut,Peundeuy,Toblong,Garut_Peundeuy_Toblong,residential
INST_3767,107.843,-7.225,MCF_LWAL-DUM_H:2,14,16,67300,Garut,Samarang,Cintaasih,Garut_Samarang_Cintaasih,residential
INST_3768,107.849,-7.231,MCF_LWAL-DUM_H:2,6,13,54600,Garut,Samarang,Cintakarya,Garut_Samarang_Cintakarya,residential
INST_3769,107.866,-7.223,MCF_LWAL-DUM_H:2,12,14,58900,Garut,Samarang,Cintarasa,Garut_Samarang_Cintarasa,residential
INST_3770,107.855,-7.219,MCF_LWAL-DUM_H:2,13,14,58900,Garut,Samarang,Cintarayat,Garut_Samarang_Cintarayat,residential
INST_3771,107.782,-7.179,MCF_LWAL-DUM_H:2,12,15,63100,Garut,Samarang,Cisarua,Garut_Samarang_Cisarua,residential
INST_3772,107.802,-7.197,MCF_LWAL-DUM_H:2,9,13,54600,Garut,Samarang,Parakan,Garut_Samarang_Parakan,residential
INST_3773,107.839,-7.215,MCF_LWAL-DUM_H:2,8,13,54600,Garut,Samarang,Samarang,Garut_Samarang_Samarang,residential
INST_3774,107.828,-7.223,MCF_LWAL-DUM_H:2,12,15,63100,Garut,Samarang,Sirnasari,Garut_Samarang_Sirnasari,residential
INST_3775,107.809,-7.167,MCF_LWAL-DUM_H:2,7,15,63100,Garut,Samarang,Sukakarya,Garut_Samarang_Sukakarya,residential
INST_3776,107.814,-7.21,MCF_LWAL-DUM_H:2,2,12,50400,Garut,Samarang,Sukalaksana,Garut_Samarang_Sukalaksana,residential
INST_3777,107.827,-7.213,MCF_LWAL-DUM_H:2,5,12,50400,Garut,Samarang,Sukarasa,Garut_Samarang_Sukarasa,residential
INST_3778,107.82,-7.173,MCF_LWAL-DUM_H:2,19,20,84100,Garut,Samarang,Tanjung Karya,Garut_Samarang_Tanjung Karya,residential
INST_3779,108.032,-7.023,MCF_LWAL-DUM_H:2,1,11,46200,Garut,Selaawi,Mekarsari,Garut_Selaawi_Mekarsari,residential
INST_3780,108.001,-7.003,MCF_LWAL-DUM_H:2,6,13,54600,Garut,Selaawi,Putrajawa,Garut_Selaawi_Putrajawa,residential
INST_3781,108.026,-7.01,MCF_LWAL-DUM_H:2,1,11,46200,Garut,Selaawi,Selaawi,Garut_Selaawi_Selaawi,residential
INST_3782,107.919,-7.482,MCF_LWAL-DUM_H:2,4,12,50400,Garut,Singajaya,Cigintung,Garut_Singajaya_Cigintung,residential
INST_3783,107.892,-7.474,MCF_LWAL-DUM_H:2,1,11,46200,Garut,Singajaya,Girimukti,Garut_Singajaya_Girimukti,residential
INST_3784,107.915,-7.505,MCF_LWAL-DUM_H:2,3,13,54600,Garut,Singajaya,Karangagung,Garut_Singajaya_Karangagung,residential
INST_3785,107.935,-7.505,MCF_LWAL-DUM_H:2,2,11,46200,Garut,Singajaya,Mekartani,Garut_Singajaya_Mekartani,residential
INST_3786,107.938,-7.454,MCF_LWAL-DUM_H:2,1,16,67300,Garut,Singajaya,Pancasura,Garut_Singajaya_Pancasura,residential
INST_3787,107.891,-7.492,MCF_LWAL-DUM_H:2,2,11,46200,Garut,Singajaya,Singajaya,Garut_Singajaya_Singajaya,residential
INST_3788,107.927,-7.448,MCF_LWAL-DUM_H:2,1,12,50400,Garut,Singajaya,Sukamulya,Garut_Singajaya_Sukamulya,residential
INST_3789,107.938,-7.477,MCF_LWAL-DUM_H:2,4,13,54600,Garut,Singajaya,Sukawangi,Garut_Singajaya_Sukawangi,residential
INST_3790,108.011,-7.228,MCF_LWAL-DUM_H:2,1,14,58900,Garut,Sucinaraja,Cigadog,Garut_Sucinaraja_Cigadog,residential
INST_3791,107.984,-7.218,CR_LFINF-DUL_H:3,1,35,151000,Garut,Sucinaraja,Linggamukti,Garut_Sucinaraja_Linggamukti,residential
INST_3792,107.984,-7.218,MCF_LWAL-DUM_H:2,4,20,84100,Garut,Sucinaraja,Linggamukti,Garut_Sucinaraja_Linggamukti,residential
INST_3793,107.976,-7.19,MCF_LWAL-DUM_H:2,1,12,50400,Garut,Sucinaraja,Sadang,Garut_Sucinaraja_Sadang,residential
INST_3794,107.994,-7.222,MCF_LWAL-DUM_H:2,4,12,50400,Garut,Sucinaraja,Sukalaksana,Garut_Sucinaraja_Sukalaksana,residential
INST_3795,107.996,-7.201,MCF_LWAL-DUM_H:2,1,11,46200,Garut,Sucinaraja,Sukaratu,Garut_Sucinaraja_Sukaratu,residential
INST_3796,107.984,-7.189,MCF_LWAL-DUM_H:2,3,12,50400,Garut,Sucinaraja,Tegalpanjang,Garut_Sucinaraja_Tegalpanjang,residential
INST_3797,107.8,-7.243,MCF_LWAL-DUM_H:2,19,16,67300,Garut,Sukaresmi,Cintadamai,Garut_Sukaresmi_Cintadamai,residential
INST_3798,107.745,-7.24,MCF_LWAL-DUM_H:2,6,14,58900,Garut,Sukaresmi,Mekarjaya,Garut_Sukaresmi_Mekarjaya,residential
INST_3799,107.817,-7.245,MCF_LWAL-DUM_H:2,9,16,67300,Garut,Sukaresmi,Padamukti,Garut_Sukaresmi_Padamukti,residential
INST_3800,107.777,-7.249,MCF_LWAL-DUM_H:2,20,23,96700,Garut,Sukaresmi,Sukajaya,Garut_Sukaresmi_Sukajaya,residential
INST_3801,107.803,-7.258,MCF_LWAL-DUM_H:2,19,16,67300,Garut,Sukaresmi,Sukamulya,Garut_Sukaresmi_Sukamulya,residential
INST_3802,107.816,-7.26,MCF_LWAL-DUM_H:2,9,16,67300,Garut,Sukaresmi,Sukaresmi,Garut_Sukaresmi_Sukaresmi,residential
INST_3803,107.985,-7.133,MCF_LWAL-DUM_H:2,8,12,50400,Garut,Sukawening,Maripari,Garut_Sukawening_Maripari,residential
INST_3804,107.999,-7.137,MCF_LWAL-DUM_H:2,1,11,46200,Garut,Sukawening,Mekarhurip,Garut_Sukawening_Mekarhurip,residential
INST_3805,108.029,-7.139,MCF_LWAL-DUM_H:2,1,11,46200,Garut,Sukawening,Mekarluyu,Garut_Sukawening_Mekarluyu,residential
INST_3806,108.039,-7.139,MCF_LWAL-DUM_H:2,4,12,50400,Garut,Sukawening,Mekarwangi,Garut_Sukawening_Mekarwangi,residential
INST_3807,108.016,-7.171,MCF_LWAL-DUM_H:2,11,15,63100,Garut,Sukawening,Pasanggrahan,Garut_Sukawening_Pasanggrahan,residential
INST_3808,108.025,-7.131,MCF_LWAL-DUM_H:2,7,13,54600,Garut,Sukawening,Sudalarang,Garut_Sukawening_Sudalarang,residential
INST_3809,107.988,-7.123,MCF_LWAL-DUM_H:2,5,12,50400,Garut,Sukawening,Sukahaji,Garut_Sukawening_Sukahaji,residential
INST_3810,108.003,-7.113,MCF_LWAL-DUM_H:2,1,12,50400,Garut,Sukawening,Sukaluyu,Garut_Sukawening_Sukaluyu,residential
INST_3811,108.021,-7.157,MCF_LWAL-DUM_H:2,6,12,50400,Garut,Sukawening,Sukamukti,Garut_Sukawening_Sukamukti,residential
INST_3812,108.01,-7.126,MCF_LWAL-DUM_H:2,9,21,88300,Garut,Sukawening,Sukasono,Garut_Sukawening_Sukasono,residential
INST_3813,108.001,-7.149,MCF_LWAL-DUM_H:2,5,16,67300,Garut,Sukawening,Sukawening,Garut_Sukawening_Sukawening,residential
INST_3814,107.509,-7.277,MCF_LWAL-DUM_H:2,2,15,63100,Garut,Talegong,Sukamulya,Garut_Talegong_Sukamulya,residential
INST_3815,107.882,-7.185,MCF_LWAL-DUM_H:2,5,17,71500,Garut,Tarogong Kaler,Cimanganten,Garut_Tarogong Kaler_Cimanganten,residential
INST_3816,107.897,-7.183,CR_LFINF-DUL_H:3,1,65,281000,Garut,Tarogong Kaler,Jati,Garut_Tarogong Kaler_Jati,residential
INST_3817,107.897,-7.183,MCF_LWAL-DUM_H:2,10,20,84100,Garut,Tarogong Kaler,Jati,Garut_Tarogong Kaler_Jati,residential
INST_3818,107.885,-7.19,MCF_LWAL-DUM_H:2,4,14,58900,Garut,Tarogong Kaler,Langensari,Garut_Tarogong Kaler_Langensari,residential
INST_3819,107.856,-7.19,MCF_LWAL-DUM_H:2,5,15,63100,Garut,Tarogong Kaler,Mekarjaya,Garut_Tarogong Kaler_Mekarjaya,residential
INST_3820,107.849,-7.208,MCF_LWAL-DUM_H:2,7,14,58900,Garut,Tarogong Kaler,Mekarwangi,Garut_Tarogong Kaler_Mekarwangi,residential
INST_3821,107.876,-7.17,CR_LFINF-DUL_H:3,1,61,263000,Garut,Tarogong Kaler,Pananjung,Garut_Tarogong Kaler_Pananjung,residential
INST_3822,107.876,-7.17,MCF_LWAL-DUM_H:2,15,20,84100,Garut,Tarogong Kaler,Pananjung,Garut_Tarogong Kaler_Pananjung,residential
INST_3823,107.831,-7.175,MCF_LWAL-DUM_H:2,2,11,46200,Garut,Tarogong Kaler,Panjiwangi,Garut_Tarogong Kaler_Panjiwangi,residential
INST_3824,107.876,-7.155,MCF_LWAL-DUM_H:2,13,19,79900,Garut,Tarogong Kaler,Pasawahan,Garut_Tarogong Kaler_Pasawahan,residential
INST_3825,107.858,-7.171,CR_LFINF-DUL_H:3,1,65,281000,Garut,Tarogong Kaler,Rancabango,Garut_Tarogong Kaler_Rancabango,residential
INST_3826,107.858,-7.171,MCF_LWAL-DUM_H:2,10,20,84100,Garut,Tarogong Kaler,Rancabango,Garut_Tarogong Kaler_Rancabango,residential
INST_3827,107.858,-7.202,MCF_LWAL-DUM_H:2,5,13,54600,Garut,Tarogong Kaler,Sirnajaya,Garut_Tarogong Kaler_Sirnajaya,residential
INST_3828,107.84,-7.204,MCF_LWAL-DUM_H:2,6,13,54600,Garut,Tarogong Kaler,Sukajadi,Garut_Tarogong Kaler_Sukajadi,residential
INST_3829,107.84,-7.173,MCF_LWAL-DUM_H:2,2,19,79900,Garut,Tarogong Kaler,Sukawangi,Garut_Tarogong Kaler_Sukawangi,residential
INST_3830,107.903,-7.167,MCF_LWAL-DUM_H:2,2,15,63100,Garut,Tarogong Kaler,Tanjungkamuning,Garut_Tarogong Kaler_Tanjungkamuning,residential
INST_3831,107.883,-7.237,MCF_LWAL-DUM_H:2,2,11,46200,Garut,Tarogong Kidul,Cibunar,Garut_Tarogong Kidul_Cibunar,residential
INST_3832,107.906,-7.199,MCF_LWAL-DUM_H:2,24,24,101000,Garut,Tarogong Kidul,Haurpanggung,Garut_Tarogong Kidul_Haurpanggung,residential
INST_3833,107.899,-7.2,CR_LFINF-DUM_H:3,2,129,557000,Garut,Tarogong Kidul,Jayaraga,Garut_Tarogong Kidul_Jayaraga,residential
INST_3834,107.899,-7.2,MCF_LWAL-DUM_H:2,38,20,84100,Garut,Tarogong Kidul,Jayaraga,Garut_Tarogong Kidul_Jayaraga,residential
INST_3835,107.89,-7.21,MCF_LWAL-DUM_H:2,11,15,63100,Garut,Tarogong Kidul,Jayawaras,Garut_Tarogong Kidul_Jayawaras,residential
INST_3836,107.868,-7.236,MCF_LWAL-DUM_H:2,10,13,54600,Garut,Tarogong Kidul,Kersamenak,Garut_Tarogong Kidul_Kersamenak,residential
INST_3837,107.869,-7.21,CR_LFINF-DUL_H:3,2,80,346000,Garut,Tarogong Kidul,Mekargalih,Garut_Tarogong Kidul_Mekargalih,residential
INST_3838,107.869,-7.21,MCF_LWAL-DUM_H:2,16,20,84100,Garut,Tarogong Kidul,Mekargalih,Garut_Tarogong Kidul_Mekargalih,residential
INST_3839,107.892,-7.2,MCF_LWAL-DUM_H:2,19,20,84100,Garut,Tarogong Kidul,Pataruman,Garut_Tarogong Kidul_Pataruman,residential
INST_3840,107.883,-7.228,MCF_LWAL-DUM_H:2,10,16,67300,Garut,Tarogong Kidul,Sukabakti,Garut_Tarogong Kidul_Sukabakti,residential
INST_3841,107.882,-7.203,MCF_LWAL-DUM_H:2,11,15,63100,Garut,Tarogong Kidul,Sukagalih,Garut_Tarogong Kidul_Sukagalih,residential
INST_3842,107.883,-7.218,MCF_LWAL-DUM_H:2,19,14,58900,Garut,Tarogong Kidul,Sukajaya,Garut_Tarogong Kidul_Sukajaya,residential
INST_3843,107.894,-7.223,CR_LFINF-DUL_H:3,1,74,320000,Garut,Tarogong Kidul,Sukakarya,Garut_Tarogong Kidul_Sukakarya,residential
INST_3844,107.894,-7.223,MCF_LWAL-DUM_H:2,2,20,84100,Garut,Tarogong Kidul,Sukakarya,Garut_Tarogong Kidul_Sukakarya,residential
INST_3845,107.891,-7.193,CR_LFINF-DUL_H:3,1,30,130000,Garut,Tarogong Kidul,Tarogong,Garut_Tarogong Kidul_Tarogong,residential
INST_3846,107.891,-7.193,MCF_LWAL-DUM_H:2,3,20,84100,Garut,Tarogong Kidul,Tarogong,Garut_Tarogong Kidul_Tarogong,residential
INST_3847,107.969,-7.175,MCF_LWAL-DUM_H:2,5,14,58900,Garut,Wanaraja,Cinunuk,Garut_Wanaraja_Cinunuk,residential
INST_3848,108.01,-7.192,MCF_LWAL-DUM_H:2,2,13,54600,Garut,Wanaraja,Sindangmekar,Garut_Wanaraja_Sindangmekar,residential
INST_3849,107.998,-7.182,MCF_LWAL-DUM_H:2,7,20,84100,Garut,Wanaraja,Sindangratu,Garut_Wanaraja_Sindangratu,residential
INST_3850,108.038,-7.202,MCF_LWAL-DUM_H:2,5,12,50400,Garut,Wanaraja,Sukamenak,Garut_Wanaraja_Sukamenak,residential
INST_3851,107.985,-7.168,MCF_LWAL-DUM_H:2,3,14,58900,Garut,Wanaraja,Wanajaya,Garut_Wanaraja_Wanajaya,residential
INST_3852,107.985,-7.18,MCF_LWAL-DUM_H:2,14,16,67300,Garut,Wanaraja,Wanamekar,Garut_Wanaraja_Wanamekar,residential
INST_3853,107.975,-7.172,MCF_LWAL-DUM_H:2,4,13,54600,Garut,Wanaraja,Wanaraja,Garut_Wanaraja_Wanaraja,residential
INST_3854,107.976,-7.164,MCF_LWAL-DUM_H:2,5,16,67300,Garut,Wanaraja,Wanasari,Garut_Wanaraja_Wanasari,residential
INST_101,108.482,-6.974,CR_LFINF-DUM_H:3,5,451,362000,Kuningan,Kuningan,Purwawinangun,Kuningan_Kuningan_Purwawinangun,residential
INST_155,108.49,-6.909,CR_LFINF-DUM_H:3,12,1872,1880000,Kuningan,Jalaksana,Maniskidul,Kuningan_Jalaksana_Maniskidul,residential
INST_433,108.561,-6.976,CR_LFINF-DUM_H:3,2,159,319000,Kuningan,Ciawigebang,Ciomas,Kuningan_Ciawigebang_Ciomas,residential
INST_434,108.473,-6.898,CR_LFINF-DUM_H:3,2,244,490000,Kuningan,Jalaksana,Peusing,Kuningan_Jalaksana_Peusing,residential
INST_6724,108.587,-6.973,MCF_LWAL-DUM_H:2,8,14,54700,Kuningan,Ciawigebang,Ciawigebang,Kuningan_Ciawigebang_Ciawigebang,residential
INST_6725,108.575,-6.962,CR_LFINF-DUM_H:3,1,117,470000,Kuningan,Ciawigebang,Ciawilor,Kuningan_Ciawigebang_Ciawilor,residential
INST_6726,108.575,-6.962,MCF_LWAL-DUM_H:2,22,20,78200,Kuningan,Ciawigebang,Ciawilor,Kuningan_Ciawigebang_Ciawilor,residential
INST_6727,108.6,-6.945,MCF_LWAL-DUM_H:2,20,13,50800,Kuningan,Ciawigebang,Cigarukgak,Kuningan_Ciawigebang_Cigarukgak,residential
INST_6728,108.572,-6.95,MCF_LWAL-DUM_H:2,3,13,50800,Kuningan,Ciawigebang,Cihaur,Kuningan_Ciawigebang_Cihaur,residential
INST_6729,108.637,-6.918,MCF_LWAL-DUM_H:2,2,11,43000,Kuningan,Ciawigebang,Cihirup,Kuningan_Ciawigebang_Cihirup,residential
INST_6730,108.623,-6.936,MCF_LWAL-DUM_H:2,1,14,54700,Kuningan,Ciawigebang,Cikubangmulya,Kuningan_Ciawigebang_Cikubangmulya,residential
INST_6731,108.561,-6.976,MCF_LWAL-DUM_H:2,4,20,78200,Kuningan,Ciawigebang,Ciomas,Kuningan_Ciawigebang_Ciomas,residential
INST_6732,108.582,-6.979,MCF_LWAL-DUM_H:2,6,12,46900,Kuningan,Ciawigebang,Ciputat,Kuningan_Ciawigebang_Ciputat,residential
INST_6733,108.562,-6.97,MCF_LWAL-DUM_H:2,7,16,62600,Kuningan,Ciawigebang,Dukuhdalem,Kuningan_Ciawigebang_Dukuhdalem,residential
INST_6734,108.605,-6.987,MCF_LWAL-DUM_H:2,2,12,46900,Kuningan,Ciawigebang,Geresik,Kuningan_Ciawigebang_Geresik,residential
INST_6735,108.598,-6.976,MCF_LWAL-DUM_H:2,1,12,46900,Kuningan,Ciawigebang,Kadurama,Kuningan_Ciawigebang_Kadurama,residential
INST_6736,108.575,-6.977,MCF_LWAL-DUM_H:2,11,18,70400,Kuningan,Ciawigebang,Kapandayan,Kuningan_Ciawigebang_Kapandayan,residential
INST_6737,108.604,-6.999,MCF_LWAL-DUM_H:2,2,12,46900,Kuningan,Ciawigebang,Keramatmulya,Kuningan_Ciawigebang_Keramatmulya,residential
INST_6738,108.59,-6.988,MCF_LWAL-DUM_H:2,4,12,46900,Kuningan,Ciawigebang,Lebaksiuh,Kuningan_Ciawigebang_Lebaksiuh,residential
INST_6739,108.579,-6.989,MCF_LWAL-DUM_H:2,9,14,54700,Kuningan,Ciawigebang,Pajawanlor,Kuningan_Ciawigebang_Pajawanlor,residential
INST_6740,108.568,-6.968,MCF_LWAL-DUM_H:2,14,28,109000,Kuningan,Ciawigebang,Pangkalan,Kuningan_Ciawigebang_Pangkalan,residential
INST_6741,108.569,-6.984,MCF_LWAL-DUM_H:2,12,16,62600,Kuningan,Ciawigebang,Sidaraja,Kuningan_Ciawigebang_Sidaraja,residential
INST_6742,108.609,-6.921,MCF_LWAL-DUM_H:2,6,12,46900,Kuningan,Ciawigebang,Sukadana,Kuningan_Ciawigebang_Sukadana,residential
INST_6743,108.583,-6.928,MCF_LWAL-DUM_H:2,3,11,43000,Kuningan,Ciawigebang,Sukaraja,Kuningan_Ciawigebang_Sukaraja,residential
INST_6744,108.76,-7.026,MCF_LWAL-DUM_H:2,1,11,43000,Kuningan,Cibingbin,Dukuhbadag,Kuningan_Cibingbin_Dukuhbadag,residential
INST_6745,108.655,-6.95,MCF_LWAL-DUM_H:2,2,12,46900,Kuningan,Cidahu,Cibulan,Kuningan_Cidahu_Cibulan,residential
INST_6746,108.646,-6.981,MCF_LWAL-DUM_H:2,2,13,50800,Kuningan,Cidahu,Cidahu,Kuningan_Cidahu_Cidahu,residential
INST_6747,108.661,-6.959,MCF_LWAL-DUM_H:2,8,13,50800,Kuningan,Cidahu,Cieurih,Kuningan_Cidahu_Cieurih,residential
INST_6748,108.616,-6.977,MCF_LWAL-DUM_H:2,9,15,58700,Kuningan,Cidahu,Cihideunggirang,Kuningan_Cidahu_Cihideunggirang,residential
INST_6749,108.632,-6.982,MCF_LWAL-DUM_H:2,21,17,66500,Kuningan,Cidahu,Cihideunghilir,Kuningan_Cidahu_Cihideunghilir,residential
INST_6750,108.686,-6.94,MCF_LWAL-DUM_H:2,1,12,46900,Kuningan,Cidahu,Jatimulya,Kuningan_Cidahu_Jatimulya,residential
INST_6751,108.671,-6.968,MCF_LWAL-DUM_H:2,9,28,109000,Kuningan,Cidahu,Legok,Kuningan_Cidahu_Legok,residential
INST_6752,108.633,-6.972,MCF_LWAL-DUM_H:2,1,12,46900,Kuningan,Cidahu,Nanggela,Kuningan_Cidahu_Nanggela,residential
INST_6753,108.565,-6.9,MCF_LWAL-DUM_H:2,1,11,43000,Kuningan,Cigandamekar,Bunigeulis,Kuningan_Cigandamekar_Bunigeulis,residential
INST_6754,108.518,-6.864,MCF_LWAL-DUM_H:2,3,14,54700,Kuningan,Cigandamekar,Cibuntu,Kuningan_Cigandamekar_Cibuntu,residential
INST_6755,108.517,-6.873,MCF_LWAL-DUM_H:2,1,11,43000,Kuningan,Cigandamekar,Indapatra,Kuningan_Cigandamekar_Indapatra,residential
INST_6756,108.557,-6.894,MCF_LWAL-DUM_H:2,1,12,46900,Kuningan,Cigandamekar,Jambugeulis,Kuningan_Cigandamekar_Jambugeulis,residential
INST_6757,108.527,-6.889,MCF_LWAL-DUM_H:2,10,18,70400,Kuningan,Cigandamekar,Karangmuncang,Kuningan_Cigandamekar_Karangmuncang,residential
INST_6758,108.504,-6.88,CR_LFINF-DUM_H:3,1,149,599000,Kuningan,Cigandamekar,Panawuan,Kuningan_Cigandamekar_Panawuan,residential
INST_6759,108.504,-6.88,MCF_LWAL-DUM_H:2,0,20,78200,Kuningan,Cigandamekar,Panawuan,Kuningan_Cigandamekar_Panawuan,residential
INST_6760,108.507,-6.897,CR_LFINF-DUL_H:3,1,34,137000,Kuningan,Cigandamekar,Sangkanmulya,Kuningan_Cigandamekar_Sangkanmulya,residential
INST_6761,108.507,-6.897,MCF_LWAL-DUM_H:2,2,20,78200,Kuningan,Cigandamekar,Sangkanmulya,Kuningan_Cigandamekar_Sangkanmulya,residential
